sSubject,sPrefix,sSession,sNote,nHeight,nDOByear,sSex,nWeight
RHand_20DOF_Inv_wrist_elbow_axis_full_all95,SIM,RHand_20DOF_Inv_wrist_elbow_axis_full_all95,,,,,
