T_thikn,T_width,T_length,T_mass,T_cm,H_rad,H_length,H_mass,H_cm,RU_rad,RU_length,RU_mass,RU_cm,MC_thikn,MC_width,MC_length,MC_mass,MC_cm,WX_springref,WX_stiff,WX_damp,WY_springref,WY_stiff,WY_damp,WZ_springref,WZ_stiff,WZ_damp,P1X_springref,P1X_stiff,P1X_damp,P1Y_springref,P1Y_stiff,P1Y_damp,P1MZ_springref,P1MZ_stiff,P1MZ_damp,P1DZ_springref,P1DZ_stiff,P1DZ_damp,P2X_springref,P2X_stiff,P2X_damp,P2MX_springref,P2MX_stiff,P2MX_damp,P2DX_springref,P2DX_stiff,P2DX_damp,P3X_springref,P3X_stiff,P3X_damp,P3MX_springref,P3MX_stiff,P3MX_damp,P3DX_springref,P3DX_stiff,P3DX_damp,P4X_springref,P4X_stiff,P4X_damp,P4MX_springref,P4MX_stiff,P4MX_damp,P4DX_springref,P4DX_stiff,P4DX_damp,P5X_springref,P5X_stiff,P5X_damp,P5MX_springref,P5MX_stiff,P5MX_damp,P5DX_springref,P5DX_stiff,P5DX_damp,
  0.01,   0.1,   0.3,     1,  0.15,  0.05,0.3236,   2.1,0.1618,  0.04, 0.254,   1.3, 0.127,  0.03, 0.082,  0.09,  0.25, 0.045,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
