T_thikn,T_width,T_length,T_mass,T_cm,H_rad,H_length,H_mass,H_cm,RU_rad,RU_length,RU_mass,RU_cm,MC_thikn,MC_width,MC_length,MC_mass,MC_cm,P1_rad,P1_length,P1_mass,P1_cm,P1M_rad,P1M_length,P1M_mass,P1M_cm,P1D_rad,P1D_length,P1D_mass,P1D_cm,P2_rad,P2_length,P2_mass,P2_cm,P2M_rad,P2M_length,P2M_mass,P2M_cm,P2D_rad,P2D_length,P2D_mass,P2D_cm,P3_rad,P3_length,P3_mass,P3_cm,P3M_rad,P3M_length,P3M_mass,P3M_cm,P3D_rad,P3D_length,P3D_mass,P3D_cm,P4_rad,P4_length,P4_mass,P4_cm,P4M_rad,P4M_length,P4M_mass,P4M_cm,P4D_rad,P4D_length,P4D_mass,P4D_cm,P5_rad,P5_length,P5_mass,P5_cm,P5M_rad,P5M_length,P5M_mass,P5M_cm,P5D_rad,P5D_length,P5D_mass,P5D_cm,WX_springref,WX_stiff,WX_damp,WY_springref,WY_stiff,WY_damp,WZ_springref,WZ_stiff,WZ_damp,P1X_springref,P1X_stiff,P1X_damp,P1Y_springref,P1Y_stiff,P1Y_damp,P1MZ_springref,P1MZ_stiff,P1MZ_damp,P1DZ_springref,P1DZ_stiff,P1DZ_damp,P2X_springref,P2X_stiff,P2X_damp,P2MX_springref,P2MX_stiff,P2MX_damp,P2DX_springref,P2DX_stiff,P2DX_damp,P3X_springref,P3X_stiff,P3X_damp,P3MX_springref,P3MX_stiff,P3MX_damp,P3DX_springref,P3DX_stiff,P3DX_damp,P4X_springref,P4X_stiff,P4X_damp,P4MX_springref,P4MX_stiff,P4MX_damp,P4DX_springref,P4DX_stiff,P4DX_damp,P5X_springref,P5X_stiff,P5X_damp,P5MX_springref,P5MX_stiff,P5MX_damp,P5DX_springref,P5DX_stiff,P5DX_damp,
  0.01,   0.1,   0.3,     1,  0.15,0.0443,0.2872,1.3356,0.1436,0.0324,0.2254,0.7632,0.1127, 0.027,  0.07,0.1097,0.1574,0.05485,0.0088,0.0456,0.0127,0.0228,0.0085,0.0301,0.0114,0.01505, 0.008,0.0213,0.0089,0.01065,0.0088,0.0273,0.0104,0.01365,0.0085,0.0197,0.0089,0.00985, 0.008, 0.011,0.0084,0.0055,0.0088,0.0284, 0.013,0.0142,0.0085,0.0205,0.0102,0.01025, 0.008,0.0115,0.0076,0.00575,0.0088,0.0266,0.0092,0.0133,0.0085,0.0193,0.0069,0.00965, 0.008,0.0108, 0.006,0.0054,0.0088, 0.023,0.0078,0.0115,0.0085,0.0166,0.0047,0.0083, 0.008,0.0093,0.0043,0.00465,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,
